"ra_number","date_of_survey","check_out_day","check_in_day","primary_rental_purpose","vehicle_model_description","overall_satisfaction","mechanical_condition_of_vehicle","cleanliness_of_the_vehicle","vehicle_selection_choice","ease_of_pick_up","ease_of_return","would_you_recommend","recommend_comment"
"817916772",2019-07-08,2019-06-27,2019-07-06,"Leisure","SIR QX60 AWD SN",10,10,10,10,10,10,10,"quality of car, upgrade options,"
"831211662",2019-07-08,2019-07-01,2019-07-05,"Leisure","COROLLA N",,,,,,,,
"833389233",2019-07-08,2019-07-05,2019-07-07,"Leisure","SIR SOUL 5D N",10,10,10,10,10,10,10,"The whole process was easy i was in and out of the fascility in less than 15 minutes and the return process was great just leave keys in car and write down milage and took a picture of gas hand."
"817396882",2019-07-08,2019-06-26,2019-06-30,"Both Business and Leisure","SIR CAMARO CV2N",10,10,10,10,8,8,10,"Out of 'GOLD' cars and gave us a free upgrade"
"815217336",2019-07-08,2019-06-23,2019-06-26,"Business","SIR PACIFICA N",,,,,,,,
"830267863",2019-07-08,2019-06-30,2019-07-04,"Leisure","SIR QX804WSUN N",9,10,10,10,10,10,5,"Was a couple hours late returning car and was charged an entire day. It was a holiday weekend and there was traffic. Just wasnt what I expected after I exclusively rent from Hertz."
"830921394",2019-07-08,2019-07-01,2019-07-05,"Leisure","SIRSPORTAGEFW2N",7,8,5,7,10,10,10,"It was very convenient to be able to just drop off the suv, expecially at 5 a.m."
"833786645",2019-07-08,2019-07-05,2019-07-07,"Leisure","SIRMALIBU 1.5 N",,,,,,,,
"834007156",2019-07-08,2019-07-06,2019-07-07,"Both Business and Leisure","SIR EXPLORER 3N",,,,,,,,
"832653080",2019-07-08,2019-07-04,2019-07-06,"Leisure","SIR CAMARO 2.0N",2,1,2,4,5,5,2,"I faced many problems with this car, 1. I have received an unclean car 2. I found trash on the floor 3. It was always showing an error on display 'change the oil soon'. One shouldn't except this from Hertz. 4. Wind shield was very dirty, it had lot of stains and it took me 15 minutes to clean it with wet cloth and still couldn't clean it well. Due to this i had problem in driving it safely. I even contacted my nearest Hertz location (Gilbert) to change the car but they said they don't have any car in this category because of long weekend! I am extremely unhappy with the kind of service i received from Hertz."
"819070766",2019-07-08,2019-06-28,2019-07-07,"Leisure","SIR GR CRVN2W3N",9,10,10,8,5,10,9,"Car was great. Only issue was the reserved mini-van was not ready when I arrived at scheduled time for pickup."
"832373533",2019-07-08,2019-07-03,2019-07-07,"Leisure","SIR QX60 AWD SN",10,10,10,10,10,10,10,"service was great and the car performed great/"
"818500060",2019-07-08,2019-06-27,2019-07-07,"Leisure","SIR ROGUE FWD N",10,10,10,10,10,10,10,"Hertz partners with AAA which allows my 21 and 23 year old children to drive the vehicles at no additional charge. And the rate was amazing."
"830262370",2019-07-08,2019-06-30,2019-07-01,"Both Business and Leisure","VERSA 1.6 N",0,0,10,2,8,0,0,"My car had a mechanical defect. As instructed by Hertz, I went to the nearest location to obtain a new vehicle. I waited 24 hours for a new vehicle and the only one 'I can part with' according to the woman working the counter was a 4x4 truck. I had a 5 year old, 17 year old, car seat and luggage. A truck was just not appropriate."
"819128800",2019-07-08,2019-06-28,2019-07-07,"Business","SIRSENT1.8LSUNN",3,5,10,1,10,10,8,"Poor selection of Gold cars this time"
"832817801",2019-07-08,2019-07-04,2019-07-07,"Both Business and Leisure","SIR FIESTA 4D N",9,9,10,6,10,10,9,"Ease of booking and picking up vehicles"
"832280271",2019-07-08,2019-07-03,2019-07-07,"Leisure","VERSA 1.6 N",9,7,10,7,10,10,10,"Car and paperwork were ready when I arrived and all the Hertz people I had contact with were friendly and helpful."
"833041016",2019-07-08,2019-07-04,2019-07-07,"Leisure","SIRSILV 4W DC N",1,10,8,0,0,10,1,"I booked an SUV for 3 days and got a pretty confirmation email telling me how much I will be charged at time of booking, how much when I pick up the car, and the grand total. It looked good. I went to the airport to pick up and there were no SUVs on the lot. I was told to either wait until my car comes in or take one of the other cars on the lot (there were maybe 3 of them). I waited a bit then gave up and took a truck... The really annoying thing was looking at the receipt after I returned the car: I was charged $33 over what I agreed to pay. It seems they rented me the truck at the same rate as the SUV that I actually wanted, as they very well should, but they didn't discount the myriad attendant fees. So I was charged an extra $20 for the loss/damage waiver, an extra few dollars here and there. I spent an hour talking to a customer service rep on the phone (most of it was wait time). I was told I'd get at least some of the $33 removed in 5-7 days. We'll see. It was an exhausting, exasperating experience. The only reason I give this 1 star is that I suspect other rental companies are even worse."
"833549920",2019-07-08,2019-07-05,2019-07-07,"Leisure","SIR RAM1500 2WN",,,,,,,,
"817761626",2019-07-08,2019-06-26,2019-06-30,"Leisure","SIR 300 3.6 RWN",7,5,8,9,8,8,8,"price, selection of available vehicles, sstaff professionalism."
"830087414",2019-07-08,2019-06-30,2019-07-06,"Leisure","SIRF-PACEAWSN2N",9,8,8,8,8,0,0,"See my Yelp review, which I previously forwarded to Hertz customer service with no response to date."
"662370450",2019-07-08,2019-06-16,2019-07-04,"Business","SIRNAUTILUSAWDN",10,10,10,10,10,10,10,"I appreciate the smiles and the courtesy I receive from the staff. And it's not just me, I see this occur often when I'm present to pick up or return a vehicle."
"830131875",2019-07-08,2019-06-30,2019-07-07,"Leisure","SIRENCLVFWD 7PN",,,,,,,,
"832930921",2019-07-08,2019-07-04,2019-07-07,"Both Business and Leisure","SIREQUINOXFWD1N",,,,,,,,
"833557325",2019-07-07,2019-07-05,2019-07-06,"Leisure","SIR ROGUE FWD N",,,,,,,,
"819766920",2019-07-07,2019-06-29,2019-07-03,"Leisure","SIR CAMARO CV N",0,0,0,10,10,10,2,"Car not maintained. Car dirty."
"819525140",2019-07-07,2019-06-29,2019-07-06,"Leisure","SIRGR CHER 4W3N",,,,,,,,
"832606014",2019-07-07,2019-07-03,2019-07-06,"Both Business and Leisure","SIR TAUR 3.5 5N",10,10,5,10,10,10,10,"accurate and easy pick up of vehicle."
"831111831",2019-07-07,2019-07-01,2019-07-03,"Business","SIR ENCOREAWDSN",8,10,10,6,10,10,10,"The car choice was good, car was very clean despite having 30k+ miles on it. I was in and out quickly both on pick up and return. Good job Sky Harbor team!"
"819957832",2019-07-07,2019-06-29,2019-07-06,"Leisure","SIR PACIFICA N",,,,,,,,
"830398973",2019-07-07,2019-06-30,2019-07-06,"Leisure","SIRSPORTAGEFW2N",8,9,9,8,8,8,8,"Good choice of vehicles."
"830136882",2019-07-07,2019-06-30,2019-07-06,"Leisure","SIR 4RUNNER 4WN",10,9,9,9,10,10,10,"Car was what I expected, clean and ready. Process was quick and easy to pick up the vehicle and drop off at the end of the lease"
"816019503",2019-07-07,2019-06-24,2019-07-01,"Leisure","SIR EXPLORER 3N",2,2,2,5,0,7,2,"No cars available despite having a reservation and the counter reps were not helpful or friendly. Waited at least 30 minutes in the heat before they offered an upgraded vehicle and only after we over heard them offer an upgrade to another customer."
"819833221",2019-07-07,2019-06-29,2019-07-06,"Leisure","SIR PACIFICA N",10,10,10,10,10,10,10,"No problems with rental"
"831496201",2019-07-07,2019-07-02,2019-07-03,"Leisure","SIR 300 3.6 RWN",10,10,10,10,10,10,10,"It was a last minute reservation and Hertz did not disappoint in making this a reality. Unfortunately I was charges for gas even though I returned the car with a full thank. This was resolved after I call customer service..thjs however was an inconvenience I did not have to deal with."
"819962614",2019-07-07,2019-06-29,2019-07-06,"Leisure","SIR RAM1500 2WN",10,10,10,10,10,10,10,"Great service, quick check in and check out process and very competitive rates. Will most likely be switching from Avis to Hertz from now on."
"817513513",2019-07-07,2019-06-26,2019-07-03,"Leisure","SIR TAHOE4W7PSN",,,,,,,,
"830431210",2019-07-07,2019-06-30,2019-07-06,"Both Business and Leisure","SIRMALIBU 1.5 N",8,10,9,7,10,10,10,"Fast and easy e-return is great!"
"816666804",2019-07-07,2019-06-25,2019-07-06,"Leisure","SIRMALIBU 1.5 N",5,5,10,5,10,10,8,"Everything was great except the vehicle was extremely underpowered. Service was great. Quick and easy pick up and drop off"
"815423755",2019-07-07,2019-06-24,2019-07-03,"Business","SIR MURANO FWDN",,,,,,,,
"830162955",2019-07-07,2019-06-30,2019-07-06,"Both Business and Leisure","SIRACADIA3.6FWN",9,10,10,9,9,9,8,"It was a very nice experience."
"817798693",2019-07-07,2019-06-26,2019-07-06,"Both Business and Leisure","SIREQUINOXFWD1N",10,10,9,8,10,10,10,"Good - friendly - pick what younlike chevrolet equinox car and pickuo service in phoenix. Drop off easy. One note is did not get email of teceipt guy said he sent me at drop off?"
"832537801",2019-07-07,2019-07-03,2019-07-06,"Leisure","SENTRA 1.8 N",6,8,1,2,9,9,7,"The car (and all the cars we had to choose from) were filthy. Most all had high mileage. Very dissapointed."
"832590076",2019-07-07,2019-07-03,2019-07-06,"Leisure","SIR ALTIMA N",,,,,,,,
"812742722",2019-07-07,2019-06-20,2019-07-02,"Leisure","SIR TERRAINAW1N",,,,,,,,
"817640810",2019-07-07,2019-06-26,2019-07-03,"Business","SIREQUINOXAWD1N",,,,,,,,
"833869466",2019-07-07,2019-07-06,2019-07-06,"Both Business and Leisure","SIRNAUTILUSAWDN",10,10,10,10,10,10,10,"Great car and easy to get."
"819829651",2019-07-07,2019-06-29,2019-07-06,"Leisure","SIRIMPALA5P3.6N",10,10,9,10,10,10,9,"Car rental was great new cars with Apple GPS not a fan of like the old built in style better."
"831806290",2019-07-07,2019-07-02,2019-07-06,"Both Business and Leisure","SIR TAHOE4W7PSN",9,10,10,10,10,10,10,"Every staff member was friendly, helpful and courteous. Car was clean and reliable. Ease of rental process."
"819632726",2019-07-07,2019-06-29,2019-07-06,"Leisure","SIR ALTIMA U N",,,,,,,,
"819634561",2019-07-07,2019-06-29,2019-07-06,"Leisure","SIREQUINOXFWD2N",10,10,10,7,10,10,10,"It was cheaper than the other companies in Phoenix. Checking in and out was fast."
"830751751",2019-07-07,2019-07-01,2019-07-03,"Business","SIR 300 3.6 RWN",8,10,10,5,10,10,10,"The overall layout of the rental center in Phoenix is great, easy and convienent"
"818498984",2019-07-07,2019-06-27,2019-07-06,"Leisure","SIR PACIFICA N",,,,,,,,
"834053511",2019-07-07,2019-07-06,2019-07-06,"Leisure","SIR AVALON N",10,8,8,5,2,10,8,"When I got to the board for gold service, all it said was gold by my name. In looking through out the area, there were no cars in the gold designation. I went into the office, where I had to wait for someone to tell me that I needed to look in the 5 star area. Totally defeated the purpose of gold service."
